Start Time,End Time,Subtitle
00:03:50:17,00:03:53:01,It knocked it off. It keeps knocking books off.
00:03:53:05,00:03:54:17,"TOM: No such thing as ghosts, dumb-ass."
00:03:54:21,00:03:56:24,- Hey. -I looked it up. It's called a poltergeist.
00:03:57:04,00:03:58:10,"Dad, tell her."
00:03:58:14,00:04:00:12,"COOPER: Well, it's not very scientific, Murph."
00:04:00:16,00:04:02:24,You said science was about admitting what we don't know.
00:04:03:04,00:04:05:08,- She's got you there. - Hey.
00:04:05:12,00:04:06:24,Start looking after our stuff.
00:04:08:15,00:04:09:20,Coop.
00:04:12:15,00:04:14:19,"All right, Murph, you want to talk science?"
00:04:15:18,00:04:19:00,"Don't tell me you're afraid of some ghost. No, you got to go further."
00:04:19:04,00:04:22:08,"You got to record the facts, analyze, get to the how and the why..."
00:04:22:12,00:04:25:10,...then present your conclusions. Deal?
00:04:26:02,00:04:27:12,#NAME?
00:04:30:08,00:04:32:13,#NAME?
00:04:32:21,00:04:35:04,Parent-teacher conferences. Parent.
00:04:35:08,00:04:37:07,Not grandparent.
00:04:37:11,00:04:39:09,(HORN HONKING)
00:04:39:13,00:04:41:09,"Slow down, turbo!"
00:04:42:17,00:04:45:20,- That's not a dust storm. - Nelson's torching his whole crop.
00:04:45:24,00:04:47:09,Blight?
00:04:47:13,00:04:49:23,MAN: They're saying it's the last harvest for okra.
00:04:50:15,00:04:51:19,Even
00:04:53:17,00:04:56:08,He should've planted corn like the rest of us.
00:04:56:12,00:04:59:05,"Now, be nice to that Miss Hanley. She's single."
00:04:59:09,00:05:00:21,What's that supposed to mean?
00:05:01:01,00:05:04:04,"Repopulating the earth. Start pulling your weight, young man."
00:05:04:08,00:05:08:07,"Why don't you start minding your own business, old man?"
00:05:15:15,00:05:17:07,"All right, Murph, give me second."
00:05:18:22,00:05:20:03,Uh-huh.
00:05:20:17,00:05:22:02,Third.
00:05:22:06,00:05:23:11,(GEARS GRINDING)
00:05:23:15,00:05:25:07,"- Find a gear, dumb-ass. - Grind it!"
00:05:25:11,00:05:26:12,"Shut it, Tom!"
00:05:27:21,00:05:30:05,"- What'd you do, Murph? - Ah, she didn't do nothing."
00:05:30:09,00:05:32:21,- Blew a tire is all. - Murphy's Law.
00:05:33:17,00:05:35:01,Shut up!
00:05:35:05,00:05:36:23,#NAME?
00:05:39:14,00:05:41:02,COOPER: Get the patch kit!
00:05:42:09,00:05:45:14,TOM: How am I supposed to patch it out here? COOPER: You got to figure it out.
00:05:45:18,00:05:47:17,I'm not always gonna be here to help you.
00:05:56:04,00:05:57:22,"What's going on, Murph?"
00:05:58:02,00:06:01:07,Why did you and Mom name me after something that's bad?
00:06:01:11,00:06:02:20,We didn't.
00:06:03:05,00:06:04:17,Murphy's Law?
00:06:05:16,00:06:09:18,Murphy's Law doesn't mean that something bad will happen.
00:06:09:22,00:06:13:07,What it means is whatever can happen will happen.
00:06:13:11,00:06:16:00,And that sounded just fine with us.
00:06:18:13,00:06:20:01,(WHIRRING)
00:06:20:05,00:06:21:18,Whoa!
00:06:22:08,00:06:23:15,Get in.
00:06:25:00,00:06:26:10,"Get in, let's go."
00:06:27:18,00:06:29:21,What about the flat tire?
00:06:32:20,00:06:34:04,Yeah.
00:06:48:04,00:06:52:04,COOPER: It's an Indian Air Force drone. Solar cells could power an entire farm.
00:06:52:08,00:06:53:19,"Take the wheel, Tom."
00:06:59:06,00:07:00:14,"Go, go, go!"
00:07:02:04,00:07:03:20,Keep that aimed right at it.
00:07:11:18,00:07:14:04,"Faster, Tom. I'm losing it."
00:07:14:20,00:07:15:21,Right at it.
00:07:17:09,00:07:18:11,Stay on it.
00:07:20:01,00:07:21:03,Here we go.
00:07:24:01,00:07:25:06,Whoa.
00:07:30:09,00:07:31:23,"Nice one, Tom."
00:07:38:10,00:07:39:19,Dad?
00:07:40:05,00:07:42:23,I almost got it. Don't stop. Don't stop!
00:07:43:10,00:07:44:11,Dad!
00:07:44:19,00:07:46:00,Tom!
00:07:46:04,00:07:48:00,(TIRES SCREECH)
00:07:50:13,00:07:52:21,TOM: You told me to keep driving.
00:07:53:17,00:07:58:04,"COOPER: Well, I guess that answers the old ""If I asked you to drive off a cliff"" scenario."
00:08:01:10,00:08:04:06,"- We lost it. - No, we didn't."
00:08:16:22,00:08:18:14,Want to give it a whirl?
00:08:24:14,00:08:25:23,This way.
00:08:31:08,00:08:32:10,Go.
00:08:33:10,00:08:36:10,Let's lay her down right there at the edge of the reservoir.
00:08:40:18,00:08:42:11,Nicely done.
00:08:45:11,00:08:47:08,TOM: How long you think it's been up there?
00:08:47:12,00:08:50:01,"COOPER: Delhi Mission Control went down, same as ours..."
00:08:50:05,00:08:52:01,...ten years ago. -Heh.
00:08:52:09,00:08:54:07,So for ten years?
00:08:57:06,00:08:59:21,- Why did it come down so low? - I don't know.
00:09:00:01,00:09:02:23,Maybe the sun cooked its brain or it was looking for something.
00:09:03:03,00:09:05:09,#NAME?
00:09:05:19,00:09:08:11,Maybe some kind of signal? I don't know.
00:09:13:17,00:09:15:05,What are you gonna do with it?
00:09:16:03,00:09:19:07,I'm gonna give it something socially responsible to do...
00:09:20:04,00:09:21:12,...like drive a combine.
00:09:22:02,00:09:23:15,Can't we just let it go?
00:09:25:22,00:09:27:14,It wasn't hurting anybody.
00:09:29:06,00:09:31:18,"This thing needs to learn how to adapt, Murph..."
00:09:32:01,00:09:33:13,...like the rest of us.
00:09:38:03,00:09:39:20,COOPER: How's this work? You guys come with?
00:09:39:24,00:09:41:01,TOM: I've got class.
00:09:41:11,00:09:43:20,This one needs to wait.
00:09:45:09,00:09:48:04,- What did you do? - They'll tell you about it in there.
00:09:48:08,00:09:50:12,#NAME?
00:09:50:16,00:09:53:20,#NAME?
00:09:55:06,00:09:56:14,I got this.
00:10:00:20,00:10:02:03,"Little late, Coop."
00:10:02:07,00:10:03:20,"Yeah, we had a flat."
00:10:04:01,00:10:07:14,And I guess you had to stop off at the Asian fighter plane store.
00:10:07:21,00:10:11:11,"No, actually, sir, that's a surveillance drone."
00:10:11:15,00:10:14:09,With outstanding solar cells. It's Indian.
00:10:14:19,00:10:16:03,Take a seat.
00:10:17:06,00:10:18:18,"So, uh..."
00:10:19:11,00:10:22:01,...we got Tom's scores back.
00:10:22:14,00:10:24:13,He's going to make an excellent farmer.
00:10:24:17,00:10:28:05,"Yeah, he's got a knack for it. What about college?"
00:10:28:09,00:10:32:03,The university only takes a handful. They don't have the resources to...
00:10:32:07,00:10:34:14,I still pay my taxes.
00:10:34:18,00:10:36:18,Where's that money go? There's no more armies.
00:10:37:06,00:10:39:14,"Well, it doesn't go to the university."
00:10:40:04,00:10:41:19,"Look, Coop, you have to be realistic."
00:10:41:23,00:10:44:18,You're ruling my son out for college now?
00:10:45:07,00:10:48:20,- The kid's 15. - Tom's score simply isn't high enough.
00:10:49:20,00:10:51:24,"What's your waistline? About what, 32?"
00:10:52:10,00:10:56:02,- About a 33 inseam? - I'm not sure I see what you're getting at.
00:10:56:06,00:11:00:16,It takes two numbers to measure your ass but only one to measure my son's future?
00:11:01:13,00:11:04:10,"Come on. You're a well-educated man, Coop."
00:11:04:14,00:11:06:13,#NAME?
00:11:07:01,00:11:11:19,"Okay, well, right now we don't need more engineers."
00:11:12:06,00:11:16:14,We didn't run out of television screens and planes. We ran out of food.
00:11:16:22,00:11:20:08,"The world needs farmers. Good farmers, like you."
00:11:20:12,00:11:22:21,#NAME?
00:11:23:19,00:11:27:18,"We're a caretaker generation, Coop. And things are getting better."
00:11:27:22,00:11:31:01,#NAME?
00:11:32:08,00:11:33:10,No.
00:11:34:06,00:11:36:10,Miss Hanley's here to talk about Murph.
00:11:36:18,00:11:39:07,HANLEY: Murph is a great kid. She's really bright.
00:11:39:11,00:11:41:17,But she's been having a little trouble lately.
00:11:41:21,00:11:45:06,She brought this in to show the students. The section on the lunar landings.
00:11:45:10,00:11:47:22,"Yeah, it's one of my old textbooks."
00:11:48:09,00:11:50:09,She always loved the pictures.
00:11:50:13,00:11:54:06,It's an old federal textbook. We've replaced them with the corrected versions.
00:11:54:10,00:11:55:11,Corrected?
00:11:55:15,00:11:59:18,Explaining how the Apollo missions were faked to bankrupt the Soviet Union.
00:12:06:11,00:12:08:10,COOPER: You don't believe we went to the moon?
00:12:09:14,00:12:11:14,It was a brilliant piece of propaganda.
00:12:11:18,00:12:14:14,The Soviets bankrupted themselves pouring resources...
00:12:14:18,00:12:16:24,...into rockets and other useless machines.
00:12:17:04,00:12:18:06,"""Useless machines."""
00:12:18:10,00:12:22:12,"If we don't want a repeat of the excess and wastefulness of the 20th century, then..."
00:12:22:16,00:12:26:11,"...we need to teach our kids about this planet, not tales of leaving it."
00:12:27:07,00:12:31:07,One of those useless machines they used to make was called an MRI.
00:12:31:16,00:12:35:00,"If we had any of those left, the doctors would've been able to find..."
00:12:35:04,00:12:38:22,...the cyst in my wife's brain before she died instead of afterwards.
00:12:39:02,00:12:42:04,Then she'd have been the one listening to this instead of me...
00:12:42:08,00:12:45:10,"...which would have been a good thing, because she was always..."
00:12:46:00,00:12:47:12,...the calmer one.
00:12:48:04,00:12:50:06,"I'm sorry about your wife, Mr. Cooper."
00:12:51:13,00:12:55:05,But Murph got into a fistfight with several of her classmates over this...
00:12:55:09,00:12:57:01,...Apollo nonsense.
00:12:57:05,00:12:59:16,So we thought it best to bring you in and see what ideas...
00:12:59:20,00:13:02:12,...you might have for dealing with her behavior on the home front.
00:13:03:17,00:13:06:18,"Yeah, you know what? Um, there's a game tomorrow night."
00:13:06:22,00:13:09:01,She's going through a bit of a baseball phase.
00:13:09:05,00:13:13:10,Her favorite team is playing. There's gonna be candy and soda and...
00:13:16:12,00:13:18:08,I think I'll take her to that.
00:13:21:13,00:13:23:02,(WHISTLING)
00:13:23:16,00:13:24:22,How'd it go?
00:13:25:20,00:13:27:17,I got you suspended.
00:13:28:03,00:13:29:11,#NAME?
00:13:31:05,00:13:32:09,This is Cooper. Go.
00:13:32:14,00:13:35:10,"Coop, those combines you rebuilt went haywire."
00:13:35:14,00:13:37:18,Just reset the controllers.
00:13:38:02,00:13:40:17,I did that. Now you should come take a look.
00:14:00:10,00:14:03:10,MAN: One by one they've been peeling off the fields and heading over.
00:14:03:14,00:14:05:10,Something's interfering with the compass.
00:14:06:22,00:14:09:07,Magnetism or some such.
00:14:28:03,00:14:29:17,(THUDDING)
00:14:52:05,00:14:53:21,MURPH: Nothing special about which book.
00:14:54:13,00:14:56:20,"I've been working on it, like you said."
00:14:57:14,00:15:00:02,#NAME?
00:15:02:03,00:15:04:05,In case the ghost is trying to communicate.
00:15:04:24,00:15:06:13,I'm trying Morse.
00:15:07:03,00:15:08:09,Morse?
00:15:08:17,00:15:09:19,Yeah.
00:15:10:05,00:15:12:20,#NAME?
00:15:12:24,00:15:15:22,I just don't think your bookshelf's trying to talk to you.
00:15:27:12,00:15:31:21,Had to reset every compass clock and GPS to offset for the anomaly.
00:15:32:04,00:15:34:17,- Which is? - I don't know.
00:15:36:12,00:15:38:16,If the house was built on magnetic ore...
00:15:38:20,00:15:41:22,...we'd have seen this the first time we switched on the tractor.
00:15:44:14,00:15:47:18,I hear your meeting at the school didn't go so well.
00:15:48:09,00:15:50:02,Heh. You heard?
00:15:51:01,00:15:53:21,"It's like we've forgotten who we are, Donald."
00:15:55:13,00:15:59:01,"Explorers, pioneers, not caretakers."
00:16:00:18,00:16:02:09,When I was a kid...
00:16:02:13,00:16:06:16,...it felt like they made something new every day. Some...
00:16:07:01,00:16:10:08,...gadget or idea. Like every day was Christmas.
00:16:10:19,00:16:13:11,But six billion people...
00:16:13:21,00:16:15:21,...just try to imagine that.
00:16:16:21,00:16:19:22,And every last one of them trying to have it all.
00:16:21:23,00:16:23:03,(SIGHS)
00:16:23:07,00:16:25:05,This world isn't so bad.
00:16:27:11,00:16:29:16,And Tom will do just fine.
00:16:29:20,00:16:34:05,"You're the one who doesn't belong. Born 40 years too late, or 40 years too early."
00:16:35:05,00:16:37:17,"My daughter knew it, God bless her."
00:16:38:14,00:16:41:09,And your kids know it. Especially Murph.
00:16:41:17,00:16:45:03,"Well, we used to look up in the sky and wonder..."
00:16:45:07,00:16:47:16,...at our place in the stars.
00:16:50:02,00:16:54:11,Now we just look down and worry about our place in the dirt.
00:16:54:23,00:16:57:19,"Cooper, you were good at something..."
00:16:58:03,00:17:00:15,...and you never got a chance to do anything with it.
00:17:01:11,00:17:02:19,I'm sorry.
00:17:04:12,00:17:05:22,WOMAN #4: You didn't expect...
00:17:06:02,00:17:08:15,...this dirt that was giving you this food...
00:17:08:23,00:17:12:01,...to turn on you like that and destroy you.
00:17:12:13,00:17:16:16,"In April... I believe I'm right... Fifteenth of April, I think."
00:17:17:03,00:17:19:10,This happened about 1:30 when that thing...
00:17:19:18,00:17:21:12,...came off the top of that canyon.
00:17:21:16,00:17:23:01,(CHEERING)
00:17:23:05,00:17:25:08,"In my day, we had real ballplayers."
00:17:25:12,00:17:27:06,Who are these bums?
00:17:27:15,00:17:30:03,"COOPER: In my day, people were too busy..."
00:17:30:07,00:17:32:08,...fighting over food to even play baseball.
00:17:32:15,00:17:37:12,Popcorn at a ballgame is unnatural. I want a hot dog.
00:17:37:16,00:17:39:19,School says you're gonna follow in my footsteps.
00:17:40:13,00:17:42:01,I think that's great.
00:17:42:08,00:17:45:16,"- You think that's great? -You hate farming, Dad."
00:17:46:11,00:17:48:02,Grandpa said.
00:17:48:06,00:17:49:16,"COOPER: Grandpa said, huh?"
00:17:50:02,00:17:52:15,"Listen, all that matters is how you feel about it."
00:17:52:19,00:17:54:11,I like what you do.
00:17:55:04,00:17:56:16,I like our farm.
00:17:57:08,00:17:58:23,You're gonna be great at it.
00:17:59:03,00:18:00:24,(ALL CHEERING)
00:18:08:00,00:18:10:04,(SIREN WAILING IN DISTANCE)
00:18:11:19,00:18:13:07,Let's get out of here.
00:18:20:13,00:18:22:13,"COOPER: All right, it's a doozy."
00:18:23:06,00:18:25:03,"All right, gang, let's mask up."
00:18:28:11,00:18:30:11,- Tom? Murph? Check'? TOM: Yeah.
00:19:23:24,00:19:26:14,"Murph, Tom, you guys shut your windows?"
00:19:31:00,00:19:32:02,Murph?
00:19:53:12,00:19:54:19,MURPH: The ghost.
00:19:56:01,00:19:57:16,Grab your pillow.
00:19:58:11,00:20:00:07,You're sleeping in with Tom.
00:20:55:05,00:20:56:21,COOPER: It's not a ghost.
00:21:02:07,00:21:03:17,It's gravity.
00:21:05:11,00:21:07:17,"DONALD: I'm dropping Tom, then heading to town."
00:21:08:00,00:21:12:05,You want to clean that up when you've finished praying to it?
00:21:37:13,00:21:39:19,"It's not Morse, Murph. It's binary."
00:21:40:07,00:21:42:06,"Thick is one, thin is zero."
00:21:46:17,00:21:48:01,Coordinates.
00:21:50:15,00:21:53:04,Nope. Mm-mm.
00:21:54:15,00:21:55:19,Here we go.
00:21:57:09,00:21:58:18,Thirty-three.
00:22:01:17,00:22:02:18,That's it.
00:22:04:05,00:22:05:17,COOPER: I can't miss this!
00:22:06:01,00:22:09:05,"Grandpa will be back in a couple hours, Murph."
00:22:09:24,00:22:12:16,MURPH: But you don't know what you're gonna find.
00:22:13:16,00:22:15:00,And that...
00:22:16:02,00:22:18:04,...is why I can't take you.
00:22:24:06,00:22:25:09,Murph?
00:22:27:11,00:22:30:23,Grandpa will be home in a while. Tell him I'll call him on the radio.
00:22:37:04,00:22:38:10,- Aah! - Jesus.
00:22:39:10,00:22:41:08,#NAME?
00:22:41:12,00:22:43:15,"Oh, you think this is funny? Huh?"
00:22:43:23,00:22:46:07,MURPH: You wouldn't be here if it wasn't for me.
00:22:48:03,00:22:50:03,COOPER: Make yourself useful.
00:23:53:11,00:23:54:19,"(SOFTLY) Hey, Murph?"
00:23:56:10,00:23:57:11,Murphy
00:24:00:24,00:24:03:08,I think this is the end of the road.
00:24:06:08,00:24:08:09,Didn't you bring the bolt cutters?
00:24:09:13,00:24:10:19,That's my girl.
00:24:38:12,00:24:39:18,MAN'S VOICE: Step away!
00:24:39:22,00:24:43:01,COOPER: Don't shoot! I'm not armed. My daughter's in the car.
00:24:43:05,00:24:44:16,(CRACKLING)
00:24:46:20,00:24:48:10,(FOOTSTEPS)
00:24:48:14,00:24:50:20,- MAN'S VOICE: Don't be afraid. - Aah!
00:25:03:13,00:25:05:15,MAN'S VOICE: How did you find this place?
00:25:06:08,00:25:07:16,COOPER: Where's my daughter?
00:25:07:23,00:25:11:21,TARS: You had the coordinates for this facility marked on your map. Where did you get them?
00:25:12:01,00:25:13:09,Where's my daughter?
00:25:13:13,00:25:16:11,Don't make me take you down again. Sit down!
00:25:16:19,00:25:19:00,"COOPER: Oh, you still think you're a Marine, pal?"
00:25:19:04,00:25:21:18,Marines don't exist anymore.
00:25:22:02,00:25:27:01,#NAME?
00:25:27:05,00:25:29:19,COOPER: But you don't look much like a lawnmower.
00:25:29:23,00:25:32:19,Think I'll turn you into an overqualified vacuum cleaner.
00:25:32:23,00:25:34:04,"BRAND: No, you won't."
00:25:35:19,00:25:37:17,"TARS, back down, please."
00:25:39:05,00:25:42:08,"You know, you're taking a risk using ex-military security."
00:25:42:19,00:25:46:15,"They're old, and their control units are unpredictable."
00:25:46:19,00:25:48:19,It's what the government could spare.
00:25:48:23,00:25:50:07,(PANTING)
00:25:50:11,00:25:51:15,COOPER: Who are you?
00:25:52:02,00:25:53:10,BRAND: Dr. Brand.
00:25:53:14,00:25:55:23,I knew a Dr. Brand once. He was a professor.
00:25:56:08,00:25:57:20,What makes you think I'm not?
00:25:58:07,00:26:00:15,"Wasn't near as cute, either."
00:26:00:23,00:26:03:12,"COOPER: Please, Dr. Brand. I don't have any idea what this is."
00:26:04:08,00:26:06:20,Now I'm scared for my daughter and want her by my side.
00:26:06:24,00:26:09:11,"You give me that, I'll tell you anything you want to know."
00:26:12:20,00:26:15:20,"BRAND: Get the principals and the girl in the conference room, please."
00:26:17:04,00:26:18:13,Your daughter is fine.
00:26:18:24,00:26:20:01,Bright kid.
00:26:20:15,00:26:22:11,Must have a very smart mother.
00:26:22:15,00:26:25:01,COOPER: It's pretty clear you don't want any visitors.
00:26:25:05,00:26:29:04,So why don't you just let us back up from your fence and we'll be on our way? Huh?
00:26:29:11,00:26:32:00,"- It's not that simple. - Well, sure, it is."
00:26:32:08,00:26:36:00,I don't know anything about you. I don't know anything about this place.
00:26:36:21,00:26:38:01,"Yes, you do."
00:26:43:18,00:26:44:20,MURPH: Dad!
00:26:47:13,00:26:48:14,"PROF. BRAND: Hello, Cooper."
00:26:50:01,00:26:51:02,Professor Brand.
00:26:53:06,00:26:55:05,WILLIAMS: Explain to me how you found this facility.
00:26:55:09,00:26:58:16,COOPER: Kind of an accident. We sort of stumbled upon it. We were on a salvage run...
00:26:58:20,00:27:01:13,WILLIAMS: You're sitting in the best-kept secret in the world.
00:27:01:17,00:27:05:05,Nobody stumbles in here. Nobody stumbles out.
00:27:05:13,00:27:07:05,"PROF. BRAND: Cooper, please."
00:27:07:16,00:27:09:18,Cooperate with these people.
00:27:09:22,00:27:11:03,COOPER: Look.
00:27:12:01,00:27:13:17,It's kind of hard to explain.
00:27:14:01,00:27:18:05,We learned these coordinates from an anomaly.
00:27:18:23,00:27:20:07,DOYLE: What sort of anomaly?
00:27:20:11,00:27:23:18,"COOPER: I hesitate to term it supernatural, but it definitely wasn't scientific."
00:27:23:22,00:27:27:21,"WILLIAMS: You're going to have to be specific, Mr. Cooper. Right now."
00:27:28:01,00:27:29:07,MURPH: It was gravity.
00:27:32:23,00:27:37:04,"DOYLE: Um, what sort of gravitational anomaly? Where was this?"
00:27:37:08,00:27:40:15,"COOPER: Now, I'm real happy that you're excited about gravity, bud..."
00:27:40:19,00:27:43:24,...but you're not getting any answers from us until I get assurances.
00:27:44:04,00:27:45:11,#NAME?
00:27:46:07,00:27:49:18,"Like, that we're getting out of here. And I don't mean in the trunk of some car."
00:27:49:22,00:27:51:14,(ALL LAUGH)
00:27:52:07,00:27:54:10,"PROF. BRAND: Don't you know who we are, Coop?"
00:27:54:14,00:27:55:20,"COOPER: No, professor, I don't."
00:27:56:00,00:27:58:00,"BRAND: You know my father, Professor Brand."
00:27:58:15,00:27:59:22,We're NASA.
00:28:01:17,00:28:03:22,#NAME?
00:28:04:06,00:28:06:01,The same NASA you flew for.
00:28:17:03,00:28:18:19,"COOPER: I heard they shut you down, sir..."
00:28:18:23,00:28:21:06,...for refusing to drop bombs from the stratosphere...
00:28:21:10,00:28:22:23,...onto starving people.
00:28:23:03,00:28:25:11,PROF. BRAND: When they realized that killing other people was...
00:28:25:15,00:28:28:11,"...not a long-term solution, then they needed us back."
00:28:28:15,00:28:30:15,#NAME?
00:28:30:19,00:28:34:15,PROF. BRAND: Because public opinion wouldn't allow spending on space exploration.
00:28:35:02,00:28:37:09,Not while you're struggling to put food on the table.
00:28:38:19,00:28:39:23,Blight.
00:28:40:10,00:28:44:06,Wheat seven years ago. Okra this year.
00:28:45:00,00:28:46:16,Now there's just corn.
00:28:47:00,00:28:48:23,COOPER: And we're growing more than we ever have.
00:28:49:03,00:28:53:08,PROF. BRAND: But like the potatoes in Ireland and the wheat in the Dust Bowl...
00:28:53:22,00:28:56:10,...the corn will die.
00:28:57:04,00:28:58:05,Soon.
00:29:02:05,00:29:03:08,(COOPER SIGHS)
00:29:03:12,00:29:07:02,"COOPER: We'll find a way, professor. We always have."
00:29:07:20,00:29:11:20,PROF. BRAND: Driven by the unshakable faith the Earth is ours.
00:29:12:08,00:29:14:05,"COOPER: Not just ours, no."
00:29:15:00,00:29:16:08,But it is our home.
00:29:17:16,00:29:21:00,PROF. BRAND: Earth's atmosphere is 80 percent nitrogen.
00:29:21:04,00:29:22:21,We don't even breathe nitrogen.
00:29:23:01,00:29:28:09,"Blight does. And as it thrives, our air gets less and less oxygen."
00:29:28:13,00:29:32:01,The last people to starve will be the first to suffocate.
00:29:32:05,00:29:34:09,And your daughter's generation...
00:29:36:01,00:29:38:07,...will be the last to survive on Earth.
00:29:38:11,00:29:42:01,BRAND: Murph is tired. I was wondering if she could take a nap in my office.
00:29:42:13,00:29:44:01,Yeah. Thank you.
00:29:46:20,00:29:47:21,COOPER: Okay......
00:29:48:21,00:29:52:09,...now you need to tell me what your plan is to save the world.
00:29:53:01,00:29:56:13,PROF. BRAND: We're not meant to save the world. We're meant to leave it.
00:30:02:09,00:30:03:10,COOPER: Rangers.
00:30:03:17,00:30:08:16,"The last components of our one versatile ship in orbit, the Endurance."
00:30:08:23,00:30:10:14,Our final expedition.
00:30:11:09,00:30:14:09,You sent people out there looking for a new home?
00:30:14:24,00:30:16:07,The Lazarus missions.
00:30:16:15,00:30:19:14,#NAME?
00:30:19:22,00:30:21:22,"Sure, but he had to die in the first place."
00:30:22:13,00:30:25:06,There's not a planet in our solar system that could sustain life...
00:30:25:10,00:30:27:22,...and the nearest star's over a thousand years away.
00:30:28:02,00:30:30:18,That doesn't even qualify as futile.
00:30:32:10,00:30:33:18,Where'd you send them?
00:30:34:04,00:30:35:14,Cooper...
00:30:35:18,00:30:38:13,...I can't tell you anymore unless you agree...
00:30:38:17,00:30:40:13,...to pilot this craft.
00:30:40:17,00:30:44:00,- You're the best pilot we ever had. - I barely left the stratosphere.
00:30:44:07,00:30:46:10,PROF. BRAND: This team never left the simulator.
00:30:46:18,00:30:50:13,"We need a pilot, and this is the mission that you were trained for."
00:30:50:17,00:30:52:05,Without even knowing it?
00:30:53:06,00:30:57:13,"COOPER: An hour ago, you didn't even know I was alive. You were going anyway."
00:30:57:17,00:30:59:10,PROF. BRAND: We had no choice.
00:30:59:14,00:31:01:08,But something sent you here.
00:31:01:16,00:31:04:09,"- They chose you. - Who's ""they""?"
00:31:12:08,00:31:14:06,COOPER: How long would I be gone?
00:31:14:20,00:31:17:18,PROF. BRAND: Hard to know. Years?
00:31:18:11,00:31:20:02,"COOPER: I've got kids, professor."
00:31:20:14,00:31:22:15,PROF. BRAND: Get out there and save them.
00:31:26:00,00:31:27:09,"COOPER: Who's ""they""?"
00:31:27:13,00:31:31:08,ROMILLY: We started detecting gravitational anomalies almost 50 years ago.
00:31:31:16,00:31:35:07,Mostly small distortions to our instruments in the upper atmosphere.
00:31:35:11,00:31:38:15,"In fact, I believe you encountered one yourself."
00:31:39:07,00:31:41:07,"COOPER: Yeah, over the Straights."
00:31:42:07,00:31:45:08,My crash. Something tripped my fly-by-wire.
00:31:45:12,00:31:46:17,ROMILLY: Exactly.
00:31:47:13,00:31:52:11,"But of all these anomalies, the most significant is this:"
00:31:52:15,00:31:54:15,Out near Saturn...
00:31:54:19,00:31:56:21,...a disturbance of space-time.
00:31:59:00,00:32:02:03,- Is that a Wormhole? - It appeared 48 years ago.
00:32:02:14,00:32:04:12,COOPER: And it leads where?
00:32:05:01,00:32:06:16,PROF. BRAND: Another galaxy.
00:32:08:10,00:32:10:16,COOPER: A wormhole's not a naturally occurring phenomenon.
00:32:10:20,00:32:12:06,BRAND: Someone placed it there.
00:32:13:01,00:32:14:13,"-""They""? - Mm."
00:32:15:01,00:32:19:04,"And whoever they are, they appear to be looking out for us."
00:32:19:15,00:32:22:05,That Wormhole lets us travel to other stars.
00:32:22:09,00:32:24:07,It came along right as we needed it.
